52.02,-1664,-2111,-2015,13,-4,-54,0.04,0.13,3188,1701,3209,3191,395,355,2493,3177
53.02,-1664,-2108,-2019,3,-2,-57,0.01,0,989,683,3206,2471,1492,1277,308,3177
54.02,-1664,-2110,-1950,4,-4,-59,0.02,-0.03,1100,330,3204,501,3006,2853,3170,3181
55.02,-1664,-2117,-1988,6,-1,-56,0.01,0.04,581,252,3208,2491,1889,2667,3168,3179
56.03,-1664,-2070,-2022,4,-7,-58,0.02,-0.04,3193,792,3205,685,1294,381,3167,1676
57.02,-1664,-2119,-2020,2,4,-57,-0.01,-0.01,3185,1767,3212,3190,458,783,445,3173
58.02,-1664,-2110,-2018,13,-5,-55,0.05,0.12,3184,1697,3211,3187,393,370,2722,3175
59.02,-1664,-2110,-2027,3,-2,-56,0.03,0.05,825,812,3209,2389,1475,1270,313,3049
60.02,-1664,-2117,-1948,2,-6,-59,0.04,-0.01,1143,357,3204,426,2943,2834,3167,3179
61.02,-1664,-2115,-1982,8,-1,-54,0.03,0.05,562,275,3208,1332,1942,2711,3169,3177
62.02,-1664,-2118,-2009,3,0,-58,0.02,0.06,907,606,3212,3192,1418,1882,2685,3174
63.02,-1664,-2118,-2000,3,-2,-56,0.03,0.05,729,483,813,2561,1581,980,2414,3176
64.02,-1664,-2113,-1994,1,-2,-57,0.03,0.03,2745,891,812,819,1555,669,2390,1886
"Cech-turn-ccw",-1663.97,-2110.54,-1998.51,4.71,-2.22,-56.92,0.01,0.04,1904.55,934.03,2971.15,1985.37,1401.69,1329.69,2088.65,2836.85
