0.03,-1673,-2331,-2080,8,0,-57,-0.01,0.12,798,2985,925,1150,3171,1085,1253,321,0.87
1.02,-1673,-2331,-2079,7,1,-58,0,0.11,809,2834,933,1130,3169,1085,1247,320,0.87
2.02,-1673,-2331,-2079,8,0,-58,0,0.13,824,2537,951,1054,3175,1096,1257,321,0.88
3.02,-1674,-2331,-2079,7,0,-60,-0.01,0.12,810,2677,938,1059,3164,1091,1257,320,0.88
4.02,-1674,-2331,-2079,7,0,-60,-0.01,0.12,819,2635,935,1049,3170,1088,1245,320,0.88
5.02,-1673,-2330,-2078,7,0,-58,0,0.11,825,2482,937,1020,3166,1095,1247,321,0.88
6.02,-1673,-2331,-2079,7,0,-60,0,0.12,825,2519,938,1014,3170,1093,1245,320,0.88
7.02,-1674,-2330,-2079,7,0,-62,0,0.11,820,2595,925,1023,3169,1087,1245,320,0.88
8.02,-1673,-2330,-2079,7,2,-58,-0.01,0.12,822,2601,920,1020,3173,1082,1250,320,0.88
9.02,-1674,-2330,-2079,7,0,-60,0,0.13,817,2577,916,1017,3174,1073,1253,321,0.88
10.02,-1674,-2330,-2079,7,0,-57,0,0.12,812,2848,902,1056,3165,1068,1245,320,0.88
11.02,-1673,-2330,-2079,7,0,-60,-0.01,0.12,768,3134,876,1266,3175,1065,1196,316,0.89
12.02,-1673,-2330,-2079,7,0,-60,0,0.12,773,3123,862,1226,3172,1044,1198,316,0.89
13.02,-1673,-2330,-2079,7,0,-62,0,0.12,795,2975,882,1117,3171,1039,1214,318,0.89
14.04,-1674,-2330,-2078,7,1,-59,0,0.12,810,2794,890,1060,3170,1049,1223,319,0.89
15.02,-1674,-2330,-2079,7,0,-59,0,0.12,802,2964,886,1070,3167,1052,1209,318,0.89
16.02,-1674,-2331,-2079,7,1,-59,0,0.11,798,3004,877,1084,3168,1043,1198,318,0.89
17.02,-1673,-2331,-2079,7,0,-58,0,0.11,798,2905,876,1072,3171,1048,1199,318,0.89
18.02,-1674,-2330,-2079,7,1,-58,-0.01,0.12,800,2870,876,1066,3174,1045,1204,319,0.89
19.02,-1673,-2331,-2079,7,1,-59,-0.01,0.12,795,3108,866,1087,3171,1045,1196,318,0.89
20.02,-1673,-2330,-2079,7,1,-59,0,0.12,788,3122,853,1134,3168,1041,1186,318,0.89
21.02,-1673,-2330,-2078,7,0,-60,-0.01,0.12,788,3099,861,1115,3172,1043,1195,317,0.89
22.02,-1674,-2331,-2079,7,0,-60,-0.01,0.12,805,2735,876,1055,3170,1046,1209,319,0.89
23.02,-1673,-2331,-2079,7,1,-60,-0.01,0.12,807,2646,879,1049,3174,1046,1210,319,0.89
24.02,-1673,-2330,-2078,8,0,-57,0,0.12,809,2643,880,1044,3168,1042,1212,319,0.89
25.02,-1674,-2330,-2079,7,1,-59,-0.01,0.12,809,2661,877,1047,3167,1043,1217,318,0.9
26.02,-1673,-2331,-2079,7,0,-59,0,0.12,802,2656,876,1050,3174,1040,1216,318,0.9
27.02,-1674,-2330,-2079,8,0,-57,0,0.11,804,2662,872,1045,3177,1037,1213,319,0.9
28.02,-1673,-2331,-2079,7,2,-59,0,0.12,807,2666,868,1044,3170,1040,1211,319,0.9
29.02,-1673,-2330,-2079,7,1,-57,0,0.12,804,2650,873,1038,3170,1042,1213,319,0.9
30.02,-1673,-2329,-2079,7,2,-58,-0.01,0.12,807,2652,870,1037,3169,1042,1215,319,0.9
31.02,-1673,-2330,-2079,7,1,-59,0,0.12,803,2658,871,1044,3166,1042,1212,319,0.9
32.02,-1674,-2331,-2079,7,0,-59,0,0.12,805,2662,868,1043,3172,1040,1206,319,0.9
33.02,-1673,-2329,-2079,7,1,-56,-0.01,0.12,806,2654,863,1037,3170,1042,1213,319,0.9
34.02,-1674,-2331,-2079,7,0,-59,0,0.11,810,2647,865,1029,3163,1039,1209,320,0.9
35.02,-1674,-2330,-2078,7,1,-59,0,0.12,810,2648,869,1025,3169,1041,1209,319,0.9
36.02,-1673,-2330,-2079,7,1,-58,0,0.12,809,2646,861,1028,3167,1039,1209,320,0.9
37.02,-1674,-2331,-2080,7,0,-61,0,0.12,810,2655,863,1025,3169,1041,1204,319,0.9
38.02,-1673,-2330,-2079,7,0,-59,0,0.12,813,2637,862,1019,3174,1033,1204,319,0.9
39.02,-1674,-2331,-2080,7,0,-60,-0.01,0.12,798,3058,847,1074,3169,1034,1196,318,0.9
40.02,-1674,-2330,-2079,7,0,-59,0,0.12,790,3110,846,1092,3172,1034,1191,318,0.9
41.02,-1673,-2330,-2078,7,1,-58,0,0.12,791,2965,842,1069,3169,1032,1198,318,0.9
42.02,-1674,-2329,-2078,7,0,-59,0,0.12,799,2701,857,1035,3166,1034,1210,318,0.9
43.02,-1674,-2330,-2078,7,0,-61,-0.01,0.12,800,2785,851,1036,3165,1035,1206,318,0.9
44.02,-1674,-2330,-2079,7,0,-61,-0.01,0.12,801,2760,853,1033,3174,1037,1209,317,0.9
45.02,-1674,-2330,-2079,7,0,-59,0,0.12,799,2691,859,1027,3172,1040,1211,318,0.9
46.03,-1673,-2331,-2079,7,0,-58,-0.01,0.12,799,2637,854,1029,3175,1041,1212,318,0.9
47.02,-1674,-2330,-2079,7,1,-59,0,0.12,801,2655,851,1022,3168,1040,1212,318,0.9
48.02,-1674,-2330,-2079,7,0,-59,0,0.12,797,2576,860,1017,3170,1041,1210,318,0.91
49.02,-1673,-2330,-2079,7,0,-61,0,0.12,797,2591,856,1015,3174,1041,1211,317,0.9
50.02,-1673,-2330,-2079,7,0,-60,0,0.12,793,2752,847,1028,3169,1042,1212,317,0.9
51.02,-1674,-2330,-2080,7,0,-60,0,0.12,776,3132,822,1145,3168,1036,1193,316,0.9
52.02,-1674,-2330,-2079,7,1,-59,0,0.12,769,3132,813,1148,3172,1032,1189,316,0.9
53.02,-1673,-2330,-2079,7,2,-60,0,0.12,783,2996,847,1071,3170,1028,1203,316,0.9
54.02,-1674,-2330,-2078,7,1,-58,0,0.12,786,2754,853,1029,3175,1032,1210,318,0.9
55.02,-1673,-2330,-2079,7,0,-60,0,0.12,783,2853,842,1046,3170,1035,1204,317,0.9
56.02,-1674,-2329,-2080,7,0,-60,0,0.12,782,2986,838,1053,3169,1031,1204,318,0.9
57.02,-1674,-2330,-2079,7,0,-62,0,0.12,781,2923,836,1050,3172,1039,1203,318,0.9
58.02,-1673,-2330,-2078,7,0,-57,-0.02,0.12,781,2862,839,1040,3171,1040,1205,318,0.91
59.02,-1673,-2330,-2080,7,1,-61,-0.01,0.12,778,2882,838,1043,3176,1032,1205,317,0.9
60.03,-1674,-2330,-2079,7,0,-58,-0.01,0.12,773,3128,831,1089,3165,1033,1200,317,0.9
61.02,-1674,-2329,-2079,7,-1,-62,-0.01,0.12,770,3128,829,1094,3166,1032,1202,317,0.91
62.02,-1673,-2329,-2078,7,1,-58,0,0.12,781,2809,843,1050,3168,1032,1202,316,0.9
63.02,-1673,-2330,-2078,7,0,-58,0,0.12,785,2742,849,1021,3163,1040,1206,318,0.9
64.02,-1673,-2330,-2079,7,1,-57,0,0.12,782,2739,845,1027,3171,1044,1204,318,0.9
65.02,-1673,-2330,-2079,7,1,-59,0,0.12,783,2742,850,1022,3171,1041,1202,318,0.91
66.02,-1673,-2330,-2079,7,0,-59,-0.01,0.12,782,2742,844,1024,3168,1037,1208,318,0.91
67.02,-1674,-2330,-2079,7,0,-59,-0.01,0.12,780,2741,848,1020,3171,1039,1209,318,0.89
"Raul-init-pose",-1673.47,-2330.18,-2078.91,7.06,0.41,-59.09,0,0.12,797.59,2796.15,869.24,1058.78,3170.04,1047.15,1212.81,318.37,
