0.02,-1674,-2330,-2079,2,1,-58,-0.01,0.03,768,2339,1033,1070,3170,803,1528,356,0.86
1.02,-1673,-2329,-2079,1,0,-61,-0.01,0.02,771,2487,1029,1083,3166,804,1517,356,0.87
2.02,-1673,-2330,-2079,1,0,-61,0,0.02,774,2349,1034,1065,3173,803,1516,354,0.87
3.02,-1674,-2328,-2078,2,0,-60,0,0.02,777,2314,1037,1068,3170,803,1517,355,0.86
4.02,-1673,-2330,-2078,1,0,-60,0,0.03,777,2311,1046,1072,3170,804,1515,356,0.87
5.02,-1674,-2329,-2079,2,0,-59,0,0.02,770,2316,1031,1074,3170,801,1519,355,0.87
6.02,-1674,-2330,-2079,2,0,-63,0,0.02,773,2196,1034,1061,3168,802,1521,355,0.87
7.02,-1674,-2330,-2079,2,0,-59,-0.01,0.02,768,2217,1046,1061,3173,802,1513,354,0.86
8.02,-1673,-2329,-2080,2,0,-59,0,0.02,754,3007,1002,1169,3172,797,1488,353,0.86
9.02,-1673,-2329,-2078,1,0,-60,0,0.02,741,3078,982,1273,3164,793,1467,352,0.86
10.02,-1674,-2330,-2078,1,0,-62,0,0.02,744,2987,983,1235,3168,787,1471,352,0.86
11.02,-1674,-2330,-2078,1,0,-62,0,0.03,762,2467,1026,1143,3170,785,1510,354,0.87
12.02,-1673,-2329,-2079,1,0,-61,-0.01,0.02,764,2327,1030,1119,3171,788,1501,355,0.87
13.02,-1673,-2330,-2078,2,0,-61,0,0.02,756,2587,1025,1135,3171,787,1497,353,0.87
14.02,-1673,-2330,-2079,1,1,-60,0,0.03,754,2625,1013,1141,3168,783,1493,354,0.87
15.02,-1674,-2329,-2078,1,0,-60,-0.01,0.03,760,2539,1018,1132,3173,785,1500,353,0.87
16.02,-1674,-2330,-2079,2,0,-59,0,0.02,756,2479,1023,1127,3176,782,1506,354,0.87
17.02,-1674,-2330,-2078,1,1,-58,0,0.02,755,2541,1021,1135,3169,783,1505,353,0.86
18.02,-1673,-2330,-2079,2,1,-59,0,0.02,746,2929,1002,1201,3166,779,1490,352,0.86
19.02,-1674,-2329,-2079,1,0,-60,0,0.02,747,2944,991,1197,3171,778,1486,351,0.87
20.02,-1674,-2329,-2078,1,1,-61,0,0.02,755,2436,1013,1131,3173,788,1505,354,0.87
21.02,-1673,-2329,-2078,2,1,-59,0,0.02,759,2277,1016,1105,3174,785,1509,353,0.87
22.02,-1674,-2330,-2078,2,0,-59,0,0.02,761,2268,1013,1100,3172,788,1502,353,0.87
23.02,-1673,-2329,-2078,1,0,-61,0,0.02,764,2273,1017,1097,3171,789,1499,353,0.87
24.02,-1673,-2330,-2079,2,0,-62,0,0.02,763,2295,1021,1099,3167,786,1509,354,0.87
25.02,-1673,-2329,-2078,2,0,-60,0,0.02,762,2294,1013,1100,3173,788,1511,353,0.87
26.02,-1674,-2329,-2079,1,0,-61,0,0.03,764,2291,1010,1094,3175,789,1512,353,0.87
27.02,-1673,-2329,-2079,1,0,-60,0,0.03,764,2295,1010,1095,3176,788,1511,353,0.87
28.02,-1673,-2330,-2078,1,0,-61,0,0.02,763,2286,1015,1099,3164,789,1506,353,0.87
29.02,-1674,-2330,-2079,2,0,-59,0,0.02,763,2306,1024,1096,3170,791,1505,353,0.87
30.02,-1674,-2330,-2078,2,0,-59,0,0.02,761,2282,1023,1102,3171,788,1513,352,0.87
31.02,-1673,-2329,-2078,2,0,-62,-0.01,0.02,758,2394,1020,1112,3164,789,1506,353,0.87
32.02,-1673,-2329,-2079,2,0,-60,0,0.02,757,2307,1025,1104,3170,788,1508,353,0.87
